# # radii=[0.0, 0.3061224489795919, 0.6122448979591838, 0.9183673469387756, 1.2244897959183676, 1.5306122448979596, 1.8367346938775513, 2.1428571428571432, 2.448979591836735, 2.755102040816327, 3.061224489795919, 3.367346938775511, 3.6734693877551026, 3.979591836734695, 4.2857142857142865, 4.591836734693879, 4.89795918367347, 5.204081632653062, 5.510204081632654, 5.816326530612246, 6.122448979591838, 6.42857142857143, 6.734693877551022, 7.040816326530614, 7.346938775510205, 7.6530612244897975, 7.95918367346939, 8.26530612244898, 8.571428571428573, 8.877551020408164, 9.183673469387758, 9.489795918367347, 9.79591836734694, 10.102040816326532, 10.408163265306124, 10.714285714285715, 11.020408163265309, 11.3265306122449, 11.632653061224492, 11.938775510204083, 12.244897959183676, 12.551020408163266, 12.85714285714286, 13.163265306122451, 13.469387755102044, 13.775510204081634, 14.081632653061227, 14.387755102040819, 14.69387755102041, 15.000000000000002];depths=[0.0, 0.061224489795918366, 0.07990000000000001, 0.08009999999999999, 0.12244897959183673, 0.1836734693877551, 0.24489795918367346, 0.30612244897959184, 0.3673469387755102, 0.42857142857142855, 0.4897959183673469, 0.5510204081632653, 0.6122448979591837, 0.673469387755102, 0.7346938775510204, 0.7959183673469388, 0.8571428571428571, 0.9183673469387755, 0.9795918367346939, 1.0408163265306123, 1.1020408163265305, 1.163265306122449, 1.2244897959183674, 1.2857142857142858, 1.346938775510204, 1.4081632653061222, 1.469387755102041, 1.5306122448979593, 1.5918367346938775, 1.6530612244897958, 1.7142857142857142, 1.7755102040816328, 1.836734693877551, 1.8979591836734693, 1.9591836734693877, 2.0204081632653064, 2.0816326530612246, 2.142857142857143, 2.204081632653061, 2.2653061224489797, 2.326530612244898, 2.387755102040816, 2.4489795918367347, 2.510204081632653, 2.5714285714285716, 2.63265306122449, 2.693877551020408, 2.7551020408163267, 2.8163265306122445, 2.877551020408163, 2.938775510204082, 3.0]
1.168429345345846741e+03,1.167242288333168062e+03,1.163691441044364865e+03,1.157807609982001168e+03,1.149641594003386672e+03,1.139263379661790623e+03,1.126761040889976130e+03,1.112239368273690161e+03,1.095818259047842048e+03,1.077630903905352397e+03,1.057821810604572420e+03,1.036544707100216783e+03,1.013960368451332329e+03,9.902344120658378870e+02,9.655351049546910644e+02,9.400312246586003084e+02,9.138900124807607881e+02,8.872752537446093584e+02,8.603455151543905686e+02,8.332525641434384625e+02,8.061399895354909404e+02,7.791420371050113545e+02,7.523826678858620198e+02,7.259748415148442291e+02,7.000200216617544129e+02,6.746078958234623997e+02,6.498162975538344881e+02,6.257113156446796438e+02,6.023475719178752570e+02,5.797686471601255107e+02,5.580076333278733500e+02,5.370877894449437235e+02,5.170232785631176284e+02,4.978199636922262243e+02,4.794762416545958104e+02,4.619838952931590939e+02,4.453289462725176122e+02,4.294924927663917060e+02,4.144515185343049097e+02,4.001796621718007145e+02,3.866479375967350620e+02,3.738253990437391963e+02,3.616797459252563840e+02,3.501778648375182001e+02,3.392863077117356170e+02,3.289717066139792792e+02,3.192011269710076817e+02,3.099423620420541852e+02,3.011641722741119338e+02,2.928364737826876762e+02
1.162158200845008196e+03,1.160982800176402179e+03,1.157466791966674236e+03,1.151640595270505173e+03,1.143554371174820744e+03,1.133277229887608428e+03,1.120896146442421013e+03,1.106514609857387541e+03,1.090251036379149809e+03,1.072236982322245922e+03,1.052615195851431508e+03,1.031537549754891415e+03,1.009162898766766716e+03,9.856549053062917665e+02,9.611798766372457976e+02,9.359046544827199341e+02,9.099945951587901618e+02,8.836116744481505521e+02,8.569127468764786499e+02,8.300479839521133272e+02,8.031595104650689336e+02,7.763802522981926586e+02,7.498330035606193178e+02,7.236297153797702322e+02,6.978710035346194900e+02,6.726458674104776492e+02,6.480316086101449855e+02,6.240939340476722919e+02,6.008872255309180446e+02,5.784549557325216256e+02,5.568302290544680773e+02,5.360364251843734564e+02,5.160879230766036017e+02,4.969908836060110957e+02,4.787440701612905514e+02,4.613396878846134541e+02,4.447642240354904288e+02,4.289992739700061861e+02,4.140223393943561518e+02,3.998075877921897927e+02,3.863265641645765527e+02,3.735488483949604870e+02,3.614426536054651820e+02,3.499753627627239894e+02,3.391140024897031253e+02,3.288256545240921014e+02,3.190778065230679772e+02,3.098386449466646013e+02,3.010772935631273981e+02,2.927640017211912209e+02
1.160333306562568850e+03,1.159161260423285512e+03,1.155655278732746183e+03,1.149845670021923524e+03,1.141782413429350981e+03,1.131534369115791606e+03,1.119188198505222772e+03,1.104847019076024935e+03,1.088628824191486729e+03,1.070664703317044541e+03,1.051096901792064955e+03,1.030076762013365624e+03,1.007762589392936434e+03,9.843174867618776034e+02,9.599072000351468432e+02,9.346980159945502464e+02,9.088547500920767561e+02,8.825388583532569555e+02,8.559067029250835503e+02,8.291079957362508139e+02,8.022844392995609724e+02,7.755685780701384147e+02,7.490828681568973479e+02,7.229389677358759627e+02,6.972372453835459964e+02,6.720664988660280414e+02,6.475038727919732082e+02,6.236149600419525996e+02,6.004540690773119422e+02,5.780646371313732743e+02,5.564797678943742767e+02,5.357228715962377237e+02,5.158083853229130682e+02,4.967425519108925300e+02,4.785242367757508646e+02,4.611457634606050533e+02,4.445937504509515747e+02,4.288499338040739417e+02,4.138919622973608057e+02,3.996941540289294039e+02,3.862282056322768540e+02,3.734638474300065241e+02,3.613694398964740344e+02,3.499125086829648126e+02,3.390602171504748981e+02,3.287797768337610478e+02,3.190387975152728472e+02,3.098055796169310838e+02,3.010493524269166983e+02,2.927404622791993347e+02
1.102327116595583675e+03,1.101261401698571717e+03,1.098073241367636683e+03,1.092789448578339716e+03,1.085454247811131154e+03,1.076128590449523699e+03,1.064889218226903495e+03,1.051827495822947185e+03,1.037048038645996257e+03,1.020667166008670506e+03,1.002811213199793997e+03,9.836147382965341421e+02,9.632186609007874267e+02,9.417683703116060769e+02,9.194118399835332411e+02,8.962977835236557667e+02,8.725738850316607795e+02,8.483851333957785528e+02,8.238722863515797599e+02,7.991704858329035233e+02,7.744080415458417974e+02,7.497053949312227132e+02,7.251742708986461139e+02,7.009170200574460523e+02,6.770261497653194738e+02,6.535840382749996706e+02,6.306628226745719985e+02,6.083244482570933087e+02,5.866208644668636225e+02,5.655943506768020370e+02,5.452779537563654912e+02,5.256960186747345460e+02,5.068647932146701010e+02,4.887930881991638898e+02,4.714829753950969575e+02,4.549305063871028096e+02,4.391264371376768167e+02,4.240569445918426936e+02,4.097043234735787678e+02,3.960476532877471527e+02,3.830634274226536604e+02,3.707261380892678062e+02,3.590088125867933968e+02,3.478834980131013026e+02,3.373216930140922614e+02,3.272947264688322662e+02,3.177740841261374385e+02,3.087316851393790103e+02,3.001401111923118492e+02,2.919727914776827333e+02
1.088587866404459874e+03,1.087547297027329023e+03,1.084434296333023212e+03,1.079274851612645989e+03,1.072111828024044598e+03,1.063004308764998086e+03,1.052026692315825130e+03,1.039267566998108578e+03,1.024828387835823150e+03,1.008821984714038877e+03,9.913709340022875267e+02,9.726058280682930217e+02,9.526634784087589196e+02,9.316850884558742791e+02,9.098144315022093451e+02,8.871960676743254908e+02,8.639736315563229709e+02,8.402882190217450216e+02,8.162768981981852221e+02,7.920713653996102721e+02,7.677967624609179893e+02,7.435706673443889940e+02,7.195022653018971823e+02,6.956917034056940565e+02,6.722296270272076981e+02,6.491968929544231059e+02,6.266644503819096599e+02,6.046933780504640481e+02,5.833350634009992746e+02,5.626315077635896387e+02,5.426157403305224989e+02,5.233123229459915819e+02,5.047379275522184230e+02,4.869019684157200913e+02,4.698072719610158288e+02,4.534507680971953505e+02,4.378241882661118893e+02,4.229147569985729547e+02,4.087058654672075022e+02,3.951777173057912478e+02,3.823079387643469431e+02,3.700721470341429153e+02,3.584444722616519243e+02,3.473980303391256257e+02,3.369053449839381642e+02,3.269387188800624244e+02,3.174705547416114086e+02,3.084736280661638830e+02,2.999213140766023571e+02,2.917877719115311379e+02
1.069719801073553072e+03,1.068713624933571737e+03,1.065703426294960991e+03,1.060714066399158582e+03,1.053786556536163062e+03,1.044977431926090730e+03,1.034357894946107763e+03,1.022012746789381254e+03,1.008039131116374051e+03,9.925451170473776301e+02,9.756481518486465347e+02,9.574734158111099305e+02,9.381521130680665692e+02,9.178197324354625835e+02,8.966143118041972002e+02,8.746747382161147470e+02,8.521391135877722718e+02,8.291432132046710421e+02,8.058190607074205900e+02,7.822936394573930556e+02,7.586877560374562108e+02,7.351150673507331703e+02,7.116812784616309955e+02,6.884835141058983936e+02,6.656098627959850091e+02,6.431390887652863739e+02,6.211405037131644349e+02,5.996739874957934262e+02,5.787901445996125176e+02,5.585305814579359094e+02,5.389282884312729038e+02,5.200081095545690459e+02,5.017872829304334346e+02,4.842760348741670100e+02,4.674782115410490633e+02,4.513919327288939485e+02,4.360102537846576070e+02,4.213218229868297726e+02,4.073115233603038519e+02,3.939610895454704860e+02,3.812496920316502269e+02,3.691544827262496824e+02,3.576510974223560879e+02,3.467141122139209983e+02,3.363174522624638598e+02,3.264347525234775844e+02,3.170396710830254960e+02,3.081061566306603936e+02,2.996086723049061789e+02,2.915223786981322291e+02
1.051989728890040851e+03,1.051015706864747472e+03,1.048101618802211306e+03,1.043271277064151263e+03,1.036563966057826519e+03,1.028033847423978386e+03,1.017749145974172734e+03,1.005791134389417152e+03,9.922529389191333848e+02,9.772381919037321722e+02,9.608595597912611765e+02,9.432371773608670082e+02,9.244970200633056265e+02,9.047692467300972794e+02,8.841865444055165426e+02,8.628825057633292772e+02,8.409900675517045556e+02,8.186400358542808817e+02,7.959597207694882854e+02,7.730716995125081894e+02,7.500927230607861702e+02,7.271327774235346624e+02,7.042943065443624846e+02,6.816715998638752581e+02,6.593503437847108444e+02,6.374073327903606696e+02,6.159103328500328871e+02,5.949180870557546541e+02,5.744804512268767667e+02,5.546386455044531658e+02,5.354256067486205666e+02,5.168664258346316274e+02,4.989788536911137271e+02,4.817738600985919106e+02,4.652562298187285705e+02,4.494251814992785512e+02,4.342749959364417123e+02,4.197956416133472999e+02,4.059733869098460559e+02,3.927913899364241388e+02,3.802302585303036722e+02,3.682685745169688403e+02,3.568833778446258407e+02,3.460506076090262582e+02,3.357454982757863604e+02,3.259429305582881966e+02,3.166177374100001316e+02,3.077449664353534331e+02,2.993001007135096643e+02,2.912592405694773561e+02
1.035346987407235702e+03,1.034402981512567749e+03,1.031578614760440814e+03,1.026896724222681996e+03,1.020394988520083189e+03,1.012125362029548228e+03,1.002153300414277282e+03,9.905567944951931167e+02,9.774252334809664262e+02,9.628581219690466924e+02,9.469636778324577335e+02,9.298573400526749992e+02,9.116602167095905997e+02,8.924975036843895850e+02,8.724969041855491696e+02,8.517870780129221657e+02,8.304961475935448334e+02,8.087502853388092490e+02,7.866724038853340062e+02,7.643809674021259752e+02,7.419889384927063247e+02,7.196028714133248059e+02,6.973221584859328459e+02,6.752384328198926369e+02,6.534351268721993620e+02,6.319871830624690574e+02,6.109609096908906167e+02,5.904139728428879152e+02,5.703955128440394446e+02,5.509463721756816312e+02,5.320994205816264184e+02,5.138799623797837057e+02,4.963062107153795068e+02,4.793898136195667234e+02,4.631364172234856369e+02,4.475462522717262459e+02,4.326147311246703566e+02,4.183330436787288136e+02,4.046887420098009898e+02,3.916663050036825666e+02,3.792476757270185317e+02,3.674127657685102690e+02,3.561399222035915386e+02,3.454063541745702537e+02,3.351885173072967063e+02,3.254624552866241061e+02,3.162040988746925336e+02,3.073895234727796151e+02,2.989951669987378295e+02,2.909980103819430610e+02
1.019734368322505247e+03,1.018818353165052031e+03,1.016077654909262378e+03,1.011534204991430329e+03,1.005224190867840548e+03,9.971975170787339948e+02,9.875170674237831463e+02,9.762577843501399002e+02,9.635055854427414488e+02,9.493561401267853626e+02,9.339135322606907721e+02,9.172888361537184210e+02,8.995986346495285488e+02,8.809635082643620763e+02,8.615065239702257713e+02,8.413517511071120225e+02,8.206228301530280760e+02,7.994416177542948390e+02,7.779269286140269060e+02,7.561933916578460639e+02,7.343504344534626398e+02,7.125014062681335645e+02,6.907428465167906779e+02,6.691639017898783095e+02,6.478458912509405536e+02,6.268620170447879900e+02,6.062772135290861115e+02,5.861481266907239842e+02,5.665232130727667936e+02,5.474429459406106844e+02,5.289401152639147767e+02,5.110402073759363475e+02,4.937618498726671419e+02,4.771173073982880624e+02,4.611130143894840785e+02,4.457501315712058272e+02,4.310251139583742201e+02,4.169302792679159779e+02,4.034543669296588746e+02,3.905830792514893233e+02,3.782995976959729774e+02,3.665850686193824117e+02,3.554190541727556365e+02,3.447799453373669394e+02,3.346453352396582659e+02,3.249923519454590064e+02,3.157979508586059865e+02,3.070391676388724136e+02,2.986933332073953693e+02,2.907382529277820709e+02
1.005090103198245174e+03,1.004200173798317564e+03,1.001537451066123026e+03,9.971230262842749426e+02,9.909917035015085958e+02,9.831914854223737166e+02,9.737828694592984675e+02,9.628379692028165664e+02,9.504394801601893050e+02,9.366795116715271661e+02,9.216583093572254484e+02,9.054828942232896907e+02,8.882656456176276834e+02,8.701228555796895989e+02,8.511732817705371872e+02,8.315367251454606503e+02,8.113326568916133965e+02,7.906789169716270180e+02,7.696905039776009971e+02,7.484784730057235720e+02,7.271489550140977371e+02,7.058023077316616991e+02,6.845324047495022342e+02,6.634260660476400062e+02,6.425626299822072269e+02,6.220136637607981811e+02,6.018428067353538609e+02,5.821057384954217468e+02,5.628502617878209549e+02,5.441164887439966833e+02,5.259371177710210077e+02,5.083377877496621409e+02,4.913374958642134516e+02,4.749490654341086042e+02,4.591796504885587069e+02,4.440312644780688061e+02,4.295013214020469832e+02,4.155831786993369406e+02,4.022666724479366280e+02,3.895386367027912797e+02,3.773834001211085365e+02,3.657832543423478455e+02,3.547188898694563477e+02,3.441697964094941540e+02,3.341146257520415475e+02,3.245315162753141180e+02,3.153983790610460574e+02,3.066931463636921080e+02,2.983939838156700262e+02,2.904794682607448522e+02
